Department,Search Term,Search Frequency Rank,#1 Clicked ASIN,#1 Product Title,#1 Click Share,#1 Conversion Share,#2 Clicked ASIN,#2 Product Title,#2 Click Share,#2 Conversion Share,#3 Clicked ASIN,#3 Product Title,#3 Click Share,#3 Conversion Share
Amazon.com,fake plants,579,B099596F3B,Der Rose 4 Packs Fake Plants Mini Artificial Greenery Potted Plants for Home Decor Indoor Office Table Room Farmhouse,7.86%,8.53%,B09DLGTJZW,Artificial Hanging Plants 3 Pack Fake Potted Plants for Wall Home Room Office Indoor Decor,6.31%,6.43%,B091647KGL,Whonline Artificial Hanging Plants Small Fake Potted Plants for Indoor Outdoor Shelf Decor (1 Pack),3.91%,4.26%
Amazon.com,kitchen towels,580,B01IG8X9E6,Zeppoli Classic Kitchen Towels - 15 Pack - 14 x 25 - 100% Natural Cotton Kitchen Dish Towels - Reusable Cleaning Cloths - Blue Tea Towels - Super Absorbent - Machine Washable Hand Towels,8.75%,9.97%,B07YVJ3SWJ,"Premium Kitchen Towels (20”x 28”, 6 Pack) – Large Cotton Kitchen Hand Towels – Flat & Terry Towel – Highly Absorbent Tea Towels Set with Hanging Loop (Grey)",6.99%,8.13%,B08KDXFB1V,"Amazon Basics 100% Cotton Terry Kitchen Dish Towels, Popcorn Texture - 4-Pack, Grey",5.67%,6.86%
Amazon.com,waterpik,581,B00HFQQ0VU,"Waterpik Aquarius Water Flosser Professional For Teeth, Gums, Braces, Dental Care, Electric Power With 10 Settings, 7 Tips For Multiple Users And Needs, ADA Accepted, White WP-660",10.63%,10.42%,B09T8WK7Q8,"Bitvae Cordless Water Dental Flosser for Teeth , Portable 300ML Water Teeth Cleaner Picks , 3 Cleaning Modes 6 Jet Tips , IPX7 Waterproof , USB Rechargeable Water Dental Picks for Cleaning",9.96%,11.34%,B01GNVF8S8,"Waterpik Cordless Advanced Water Flosser For Teeth, Gums, Braces, Dental Care With Travel Bag and 4 Tips, ADA Accepted, Rechargeable, Portable, and Waterproof, White WP-560",8.89%,8.75%
Amazon.com,period underwear for women,582,B07VC85CRN,"INNERSY Women's Hipster Period Underwear Postpartum Teens Menstrual Panties 3-Pack(Dark Vintage,Medium)",5.03%,5.91%,B07WYW19W5,Bambody Absorbent Panty: Period Panties | Maternity and Postpartum Underwear,3.10%,2.57%,B09BHJFBJJ,"Thinx Modal Cotton Boyshort | Period Underwear for Women | Super Absorbency, Black 4X",3.09%,1.89%
Amazon.com,rugs for living room,583,B09CMSDD62,"PAGISOFE Fluffy Soft Area Rug, 5x8, Shaggy Fuzzy Rugs for Living Room Bedroom, Shag Carpet for Kids Girls Baby's Room, Furry Rugs for Nursery Decor, Floor Rugs for Dorm Room, Light Grey",4.23%,6.30%,B08P78LNN3,"PAGISOFE Ultra Soft Fluffy Shag Area Rugs for Bedroom, Shaggy Silver Rugs Carpets for Kids Room, Girls Room, Baby Room, Nursery Decor, Floor Fuzzy Rugs for Living Room, 4x5.3 Feet, Light Grey Rug",3.59%,5.81%,B087NX649P,"Luxe Weavers Rugs – Euston Modern Area Rugs with Abstract Patterns 7681 – Medium Pile Area Rug, Dark Blue, Light Blue / 4 x 5",3.26%,2.18%
Amazon.com,cereal,584,B07CX3GRXV,"Original Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, 12 oz. Box",5.34%,4.89%,B00N9TWYDA,"Post Fruity Pebbles, 15 Ounce",2.76%,2.62%,B0055AEZ0G,"Honey Bunches of Oats with Almonds, Heart Healthy, Low Fat, made with Whole Grain Cereal, 18 Ounce Box",2.72%,2.21%
Amazon.com,ceiling fans with lights,585,B078GB9MFW,Portage Bay 50252 Hugger 52 Brushed Nickel West Hill Ceiling Fan with Bowl Light Kit,6.19%,8.31%,B08PCBKJF8,"Amazon Basics 42-Inch Hugger Ceiling Fan - Includes Dimmable LED Light Kit with Three Candelabra Base LED Light Bulbs - Five Reversible Blades, Oil Rubbed Bronze Finish",5.04%,9.48%,B09LRT394B,"YONOK Ceiling Fans with Lights Remote Control, Battery Included, 23 In Low Profile Bladeless Ceiling Fan 360° Angle Airflow, 8 Blades 3 Gear Wind 3 Color Stepless Dimming, Quick Flush Mount Ceiling Fan",4.61%,2.33%
Amazon.com,ps5 console,586,B09DFCB66S,PlayStation 5 Console,52.82%,18.00%,B0B16656Z2,PS5 Console- Horizon Forbidden West Bundle,28.98%,39.14%,B0B94P8VNX,"Playstation 5 Disc Version PS5 Console - 4K-TV Gaming, 16GB GDDR6 RAM, 8K Output-, WiFi 6. Ultra-High Speed 825GB SSD - U Deal",0.98%,2.57%
Amazon.com,xbox,587,B08H75RTZ8,Xbox Series X,31.20%,13.15%,B08G9J44ZN,Xbox Series S,14.40%,17.61%,B09H73LTM6,Xbox Series S – Fortnite & Rocket League Bundle,12.15%,9.53%
Amazon.com,folders,588,B01E0E8FCQ,"Five Star 4-Pocket Folders, 6 Pack, Fits 3-Ring Binders, Holds 11 x 8-1/2, Assorted Colors Will Vary (38056)",17.29%,23.76%,B07WRHX1RC,"Five Star BACK TO SCHOOL BUNDLE: 4 Pocket Folders 6 Pack, Assorted Colors Will Vary (38058) & Spiral College Ruled Notebook 6 Pack, 1 Subject, 100 Sheets, 11” x 8-1/2 (38052)",7.92%,9.48%,B00XJU1Y6W,JAM PAPER Heavy Duty Plastic 3 Hole Punch Pocket Folders - Extra Tough School Folders - Assorted Fashion Colors - 6/Pack,4.59%,4.06%
Amazon.com,leggings,589,B084ZY58GV,CAMPSNAIL 4 Pack High Waisted Leggings for Women- Soft Tummy Control Slimming Yoga Pants for Workout Running Reg & Plus Size,8.26%,4.82%,B09ZBCZRCV,Buttery Soft Leggings for Women - High Waisted Tummy Control No See Through Workout Yoga Pants,8.16%,8.96%,B09ZQMKVD2,Hmuuo 3 Pack Leggings for Women Butt Lift High Waisted Tummy Control No See-Through Yoga Pants Workout Running Leggings,5.82%,5.00%
Amazon.com,soap dispenser,590,B09J24RW5F,"Clear Soap Dispenser with Rust Proof Pump, Waterproof Labels (2 Pack,16 Oz), Soap Dispenser Bathroom, Plastic Hand Soap Dispenser Dish Soap Dispenser for Kitchen, Premium Thick Soap Pump Bottles",11.24%,14.96%,B07Q8Y8GWN,"JASAI 18 Oz Clear Glass Soap Dispenser with Rust Proof Stainless Steel Pump, Refillable Liquid Hand Soap Dispenser for Bathroom, Premium Kitchen Soap Dispenser (Clear)",8.44%,13.70%,B078XDFDPY,Secura 17oz / 500ml Premium Touchless Battery Operated Electric Automatic Soap Dispenser w/Adjustable Soap Dispensing Volume Control Dial (Chrome),4.82%,4.47%
Amazon.com,slippers,591,B09YZ83MYK,"Dearfoams Women's Fireside Sydney Shearling Indoor/Outdoor Water Resistant Scuff Slipper, Wide Widths",11.80%,9.00%,B08LKL4X2T,Cozyfurry Women's Fuzzy Slippers Cross Band Soft Plush Cozy House Shoes Furry Open Toe Indoor or Outdoor Slip on Warm Breathable Anti-skid Sole Beige 7-8,4.15%,5.79%,B0977T54BN,UGG Women's Oh Fluffita Slipper,4.14%,1.60%
Amazon.com,pots and pans set,592,B074817DK1,"Amazon Basics Non-Stick Cookware Set, Pots and Pans - 8-Piece Set",8.52%,11.63%,B08CY4VVWH,"GreenLife Soft Grip Healthy Ceramic Nonstick, 16 Piece Cookware Pots and Pans Set, PFAS-Free, Dishwasher Safe, Yellow",7.75%,6.37%,B001167VIQ,"T-fal Signature Nonstick Dishwasher Safe Cookware Set, 12-Piece, Black",7.69%,9.83%
Amazon.com,vibrator,593,B09RVW2L11,Clitoris Anatomical Model - Premium Clitoris 3D for Educational Purposes -Accurate Clitoris Sculpture for Learning and Therapy - Durable PLA Material - Black Stand Included (Rainbow),6.54%,2.16%,B09S194QVH,Clitoris Anatomical Model - Premium Clitoris 3D for Educational Purposes -Accurate Clitoris Sculpture for Learning and Therapy - Durable PLA Material - Black Stand Included (Gold),5.37%,0.66%,B09NQZG2FG,"Roysmart Personal Handheld Vibrating Massager-Cordless Electric Handheld Muscle Massager, Deep Tissue Massager for Neck Back Shoulder Foot, Portable Seven Wand Massager for Full Body",4.86%,4.15%
Amazon.com,nightstands set of 2,594,B08C2VZZP7,"VECELO Modern Versatile Nightstands X-Design Side End Table Night Stand Storage Shelf with Bin Drawer for Living Room Bedroom, Set of 2 (Brown)",8.69%,14.02%,B07FQ976B5,"WLIVE Nightstand, 2 Drawer Dresser for Bedroom, Small Dresser with 2 Drawers, Bedside Furniture, Night Stand, End Table with Fabric Bins for Bedroom, Living Room, College Dorm, Dark Grey",2.70%,3.18%,B09MD8389D,"Modern Side Table Nightstands Set-of-2 - WOODYNLUX X-Design End Table with Storage, Bedside Tables Night Stand with Shelf, Accent Rustic Coffee Table for Sofa, Couch, Bed, Living Room, Bedroom",2.22%,0.19%
Amazon.com,sundresses for women,595,B082N1YPH6,"VOTEPRETTY Womens Summer Floral Sundress V Neck Tie Front Spaghetti Strap Beach Dresses with Pockets (Leopard,L)",2.48%,2.69%,B08D9GW9RF,Floerns Women's Boho Floral Print Off Shoulder Split Long A Line Dress A Green M,2.26%,1.68%,B07W5YPT9C,Women's Summer Maxi Dress Casual Loose Beach Long Tank Dress Split with Pockets A19shuye-L,1.41%,1.01%
Amazon.com,table,596,B00DOZTM3O,"COSCO Deluxe 6 foot x 30 inch Fold-in-Half Blow Molded Folding Table, Black",7.22%,9.57%,B003YJPC2A,"Lifetime Height Adjustable Craft Camping and Utility Folding Table, 4 Foot, 4'/48 x 24, White Granite",5.23%,7.66%,B07FL6D1Z8,"Furinno Just 3-Tier Turn-N-Tube End Table / Side Table / Night Stand / Bedside Table with Plastic Poles, 1-Pack, French Oak Grey/Black",4.95%,9.33%
Amazon.com,ice cream,597,B07W5Z837X,"Amazon Brand - Happy Belly Cookies 'N Cream Ice Cream, 48 Fl Oz (Frozen)",5.49%,5.93%,B07WC9MTML,"Amazon Brand - Happy Belly French Vanilla Ice Cream, 48 Fl Oz (Frozen)",3.78%,4.43%,B07W6ZR7XF,"Amazon Brand - Happy Belly Neapolitan Ice Cream, 48 Fl Oz (Frozen)",3.23%,3.92%
Amazon.com,kitchen decor,598,B088NCVVX4,"KMAT Kitchen Mat [2 PCS] Cushioned Anti-Fatigue Kitchen Rug, Waterproof Non-Slip Kitchen Mats and Rugs Heavy Duty PVC Ergonomic Comfort Foam Rug for Kitchen, Floor Home, Office, Sink, Laundry,Grey",4.98%,5.39%,B08T1HPR65,"Jetec 2 Pieces Funny Kitchen Signs the Dishes Hanging Wall Art Sign No Bitchin in My Kitchen Rustic Wooden Wall Signs Decorative Wood Sign Home Kitchen Decor, 10 x 5 Inch",4.51%,4.31%,B08DXG5VGC,"Vtopmart Airtight Food Storage Containers Set with Lids, 15pcs BPA Free Plastic Dry Food Canisters for Kitchen Pantry Organization and Storage, Dishwasher safe,Include 24 Labels, Black",3.72%,2.37%
Amazon.com,probiotics for women,599,B00Y8MP4G6,"Garden of Life Dr. Formulated Probiotics for Women & Prebiotics, 50 Billion CFU for Women’s Daily Digestive Vaginal & Immune Health, 16 Probiotic Strains Shelf Stable No Gluten Dairy Soy, 30 Capsules",16.31%,16.62%,B079H53D2B,"Physician's Choice Probiotics 60 Billion CFU - 10 Diverse Strains Plus Organic Prebiotic, Designed for Overall Digestive Health and Supports Occasional Constipation, Diarrhea, Gas & Bloating",11.39%,12.49%,B07B8BSGPL,"Probiotics for Women with Organic Prebiotics - 50 Billion CFU, D-Mannose & Cranberry Extract for Digestive, Immune & Feminine Support - 6 Probiotic Strains Selected for Women - Womens Probiotic - 30ct",9.99%,9.99%
Amazon.com,womens shorts,600,B0B6D8QH4G,Levi's Women's 501 Original Shorts,9.70%,7.15%,B093D7YRCG,Wielsscca Womens Drawstring Shorts Summer Elastic Waist Casual Lightweight with Pockets A-Blue L,2.48%,2.38%,B082XK4W7W,"Liberty Imports 5 Pack Women's 5 Quick Dry Yoga Training Shorts with Zipper Pockets (Ed.1, Large)",2.31%,2.68%
Amazon.com,pillow,601,B01LYNW421,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",20.54%,21.20%,B097CZCDQG,"EIUE Hotel Collection Bed Pillows for Sleeping 2 Pack Queen Size，Pillows for Side and Back Sleepers,Super Soft Down Alternative Microfiber Filled Pillows,20 x 30 Inches",17.15%,22.51%,B08CVQSTSP,"ZAMAT Contour Memory Foam Pillow for Neck Pain Relief, Adjustable Ergonomic Cervical Pillow for Sleeping, Orthopedic Neck Pillow with Washable Cover, Bed Pillows for Side, Back, Stomach Sleepers",3.91%,2.71%
Amazon.com,shorts men,602,B0B5DPPBTB,Mens Shorts Relaxed Fit Fashion Pocket Workout Shorts Gym Athletic Shorts Men Outdoor Pants,4.51%,2.31%,B08C2Q49MR,BALENNZ Athletic Shorts for Men with Pockets and Elastic Waistband Quick Dry Activewear,3.70%,2.64%,B0863H2XQZ,"Hanes Men's Athletic Shorts, Favorite Cotton Jersey Shorts, Pull-On Knit Shorts with Pockets, Knit Gym Shorts, 7.5 Inseam",2.61%,1.61%
Amazon.com,tent,603,B09WDKXRHP,Coleman Sundome Camping Tent,10.13%,15.93%,B0050P22VK,"2 Person Tent – Rain Fly & Carrying Bag – Lightweight Dome Tents for Kids or Adults – Camping, Backpacking, and Hiking Gear by Wakeman Outdoors",6.07%,15.16%,B004E4AVY8,Coleman 4-Person Cabin Tent with Instant Setup | Cabin Tent for Camping Sets Up in 60 Seconds,4.97%,3.52%
Amazon.com,markers,604,B00XVCUYIC,"Crayola Ultraclean Broadline Classic Washable Markers (10 Count), (Pack of 2)",9.15%,15.16%,B013RQPB5C,"Crayola Ultra Clean Washable Markers For School, Back To School Gifts For Kids, 40 Classic Colors",5.36%,5.05%,B09NQ74ZZC,"Tommax 120 Colors Dual Tip Alcohol Markers, Sketch Markers Set for Kids Adults Artists Painting, Coloring, Sketching, Multicolor",5.30%,1.77%
Amazon.com,blink outdoor camera,605,B086DL32R3,"Blink Outdoor - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera kit",34.90%,41.75%,B094YXVVRF,"Blink Outdoor 3rd Gen + Floodlight — wireless, 2-year battery life, HD floodlight mount and smart security camera, 700 lumens, motion detection, set up in minutes - 1 camera kit (Black)",9.92%,10.67%,B08SG2MS3V,"Blink Video Doorbell | Two-way audio, HD video, motion and chime app alerts and Alexa enabled — wired or wire-free (Black)",8.98%,10.25%
Amazon.com,micro sd card,606,B08GYKNCCP,"SanDisk 128GB Ultra microSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-128G-GN6MA",18.55%,20.26%,B08TJTB8XS,"Amazon Basics microSDXC Memory Card with Full Size Adapter, A2, U3, Read Speed up to 100 MB/s, 64 GB - Pack of 2",10.13%,10.38%,B08GY8NHF2,"SanDisk 256GB Ultra microSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-256G-GN6MA",6.44%,5.64%
Amazon.com,makeup brushes,607,B094NLR225,"Makeup Brushes 22 Pcs Makeup Kit,Foundation Brush Eyeshadow Brush Make up Brushes Set (Green, 22 Piece Set)",16.24%,15.12%,B09BZ4NV2R,Real Perfection Makeup Brushes 16pcs Makeup Brushes Set with 1 Eyebrow Razor Premium Synthetic Foundation Brushes Blending Face Powder Eye Shadow Concealer Make Up Brushes Tool Kit,15.14%,13.85%,B01LZ3RLPC,Makeup Brushes BS-MALL Premium Synthetic Foundation Powder Concealers Eye Shadows Makeup 14 Pcs Brush Set (A-Rose Golden),12.47%,16.77%
Amazon.com,sanrio,608,B0973H5KTK,"Squishmallows Hello Kitty Pink Bow & Shorts 14-Inch Plush - Sanrio Ultrasoft Stuffed Animal Large Plush Toy, Official Kellytoy Plush",7.25%,7.27%,B08Z2SLDLS,"Sanrio Cinnamoroll Cute Box with One Touch Open Lid, Makeup Case, Accessory Case, Cosmetic Case, 4.2in x 3.5in x 2.1in",4.62%,4.84%,B07SQDRZV7,Womens Sanrio Characters Cartoon Novelty Socks (Juicy Pang Pang 8 Pairs),3.77%,7.27%
Amazon.com,wigs for black women human hair,609,B0B3QXXVM3,Body Wave Lace Front Wigs Human Hair Pre Plucked With Baby Hair Swiss Lace Front Wigs Human Hair Brazilian 4X4 Lace Closure Human Hair Wigs Natural Color For Black Women 180% Density（12inch）,5.77%,4.11%,B0876JJ3K7,Andromeda Short Curly Wigs for Black Women Soft Black Big Curly Wig with Bangs Afro Kinky Curls Heat Resistant Natural Looking Synthetic Wig for African American Women (Big Curly),3.97%,7.39%,B09W2J79WX,Short Curly Wigs for Black Women None Lace Pixie Cut Wig Short Human Hair Wigs for Black Women Human Hair Pixie Cut Wigs Human Hair Full Made Wigs Natural Color,3.24%,3.29%
Amazon.com,lululemon,610,B07K6P2JLF,Lululemon Align Pant Full Length Yoga Pants,9.94%,4.78%,B082W4KPLR,Lululemon Define Jacket,7.09%,3.91%,B08V79CRMH,"Lululemon Athletica Everywhere Belt Bag, Black, 7.5 x 5 x 2 inches",5.66%,2.17%
Amazon.com,black backpack,611,B083VRVYLZ,JanSport JS0A4QUT008 Superbreak Black,14.67%,7.55%,B09G1TPWBQ,"SUPACOOL Lightweight Casual Laptop Backpack with USB Charging Port For for Men and Women, School Bookbag for College (Full Black)",7.49%,9.98%,B09S68K6DW,School Backpack Waterproof Black Bookbag College High School Bags For Boys Girls Lightweight Travel Rucksack Casual Daypack Laptop Backpacks For Men Women,5.18%,4.06%
Amazon.com,trash bags,612,B092VPGJB9,"Amazon Basics Flextra Tall Kitchen Drawstring Trash Bags, 13 Gallon, 120 Count",13.11%,13.10%,B01BZ0LXL8,"Hefty Ultra Strong Tall Kitchen Trash Bags, Lavender & Sweet Vanilla Scent, 13 Gallon, 80 Count",11.90%,12.79%,B00FQT4LX2,"Glad ForceFlex Tall Kitchen Drawstring Trash Bags, 13 Gal, Fresh Clean Scent with Febreze, 110 Ct",7.02%,7.91%
Amazon.com,gaming monitor,613,B07CVL2D2S,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",9.68%,9.54%,B09TTDRXNS,"KOORUI 24 Inch Computer Monitor -FHD 1080P Gaming Monitor 165Hz VA 1ms Build-in FreeSync™, Compatible G-sync, LED Monitors with Ultra-Thin,HDMI X2/DP, VESA Compatible, Tilt Adjustable, Eye Care 24E4",7.43%,5.67%,B09P7ZK4CJ,"CRUA 27 144hz/165HZ Curved Gaming Monitor, Full HD 1080P 1800R Frameless Computer Monitor, 1ms GTG with FreeSync, Low Motion Blur, Eye Care, VESA, DisplayPort, HDMI, Black",6.63%,7.19%
Amazon.com,yeti tumbler,614,B07FM5HLMF,"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Navy",11.96%,14.60%,B08D3VNQLG,"YETI Rambler 20 oz Travel Mug, Stainless Steel, Vacuum Insulated with Stronghold Lid, Seafoam",5.61%,6.24%,B073WK182F,"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Stainless",4.15%,4.72%
Amazon.com,teacher outfits for women,615,B078S4BZGX,Verdusa Women's Adjustable Straps Jumpsuit Overalls with Pockets,10.75%,10.11%,B07P3988VS,YESNO Women Casual Loose Long Bib Pants Wide Leg Jumpsuits Baggy Cotton Rompers Overalls with Pockets PZZ,4.71%,3.44%,B097GSGX6P,Zattcas Women Short Sleeve Ribbed Midi Dress Modest Casual Work Dress with Pockets,2.73%,2.19%
Amazon.com,car accessories for women,616,B097CB5WXB,Interior Car Lights Keepsmile Car Accessories Car Led Lights APP Control with Remote Music Sync Color Change RGB Under Dash Car Lighting with Car Charger 12V 2A LED Lights for Car (RGB),6.98%,6.95%,B096KS6MJ4,"6 Pcs Daisy Flower Air Vent Clip Air Conditioning Outlet Clip Car Air Freshener Clip Charm Car Inter Decor Accessories (Red, Pink, White,3 cm, 3.3 cm)",4.88%,4.98%,B07VGRVKSN,"HOTOR Car Trash Can with Lid and Storage Pockets, 100% Leak-Proof Car Organizer, Waterproof Car Garbage Can, Multipurpose Trash Bin for Car - Black",4.41%,5.56%
Amazon.com,cocomelon,617,B07MYDQNQ4,Cocomelon,13.93%,0.00%,B08GYDJ4L1,Gardening Song,11.53%,0.78%,B08GY8RPKV,CoComelon - Kids Songs and Nursery Rhymes,7.81%,1.10%
Amazon.com,car seat cover,618,B01FKQVZOS,"BDK PolyPro Car Seat Covers Full Set in Charcoal on Black – Front and Rear Split Bench Car Seat Cover, Easy to Install, Interior Covers for Auto Truck Van SUV",7.36%,10.47%,B01FKQW1G4,"BDK PolyPro Car Seat Covers Full Set in Beige on Black – Front and Rear Split Bench Car Seat Cover, Easy to Install, Interior Covers for Auto Truck Van SUV",3.19%,3.95%,B08XPXDCY1,"Car Seat Protector, [1 Pack] Smart eLf Large Auto Car Seat Protectors for Child Seats with Thickest Padding and Non-Slip Backing Mesh Pockets for SUV, Sedan, Truck, Leather and Fabric Car Seat",3.04%,5.70%
Amazon.com,socks for men,619,B07QTVKNNQ,Dickies Men's Dri-tech Moisture Control Crew Socks Multipack,9.26%,10.37%,B09D2XKYY9,Fruit of the Loom mens Dual Defense Cushioned Socks - 12 Pair Pack,8.38%,8.61%,B09BWJQ9TF,Dickies Men's Dri-Tech Moisture Control Quarter Socks Multi-Pack,6.66%,8.38%
Amazon.com,blippi,620,B08KJSJ8BC,Blippi in the Amy's Playground - Learning Colours,13.71%,0.35%,B08KJRPPKL,Blippi - Blippi's Educational Adventures for Kids,9.84%,3.12%,B00W5QWLAE,Blippi,5.77%,0.00%
Amazon.com,plus size swimsuit for women,621,B0B2ZXND6M,Century Star Plus Size Swimsuit for Women Tummy Control Boy-Leg One Piece Swimsuit Women's Vintage Push Up Bathing Suits,2.64%,1.54%,B08YDGGTNF,Romwe Women's Plus Size Floral Print High Waist Bikini Swimsuit Ruched 2 Piece Bathing Suit,1.91%,1.54%,B089NRW7RM,Aqua Eve Women Plus Size Tankini Swimsuit Two Piece Flowy Swimdress Bathing Suits with Shorts,1.87%,1.40%
Amazon.com,book shelf,622,B00PC5DRPS,"Furinno Pasir 3-Tier Open Shelf Bookcase, Brown",12.07%,20.84%,B01BWXPUFI,"FURINNO JAYA Simply Home 5-Shelf Bookcase, 5-Tier, Espresso",6.67%,6.90%,B074NHT1SM,"Furinno Luder Bookcase / Book / Storage , 5-Tier, White",3.32%,3.60%
Amazon.com,necklace,623,B09TZMW2LY,MAIBAOTA 10Pcs Crystal Necklace Healing Amethyst Crystals Carnelian Chakra Necklaces Evil Eye Necklace Vintage Hippie Wiccan Boho Rose Quartz Obsidian Moon Sun Jewelry Heart Gemstone Aventurine Turquoise Pendant for Women Girls Wholesale,10.48%,7.67%,B08L8Y7NK2,"Gold Layering Initial Necklaces for Women, 14K Gold Plated Paperclip Chain Necklace for Women Simple Cute Hexagon Letter Pendant Initial K Necklace Choker Necklaces Dainty Layered Necklaces for Women",4.83%,8.63%,B08C7DCBMC,"Tewiky Heart Necklace, Cute Necklaces for Teen Girls 14k Gold Plated Trendy Open Heart Choker Necklaces Aesthetic Dainty Gold Necklace Simple Gold Jewelry for Women Girls Gifts",3.78%,3.36%
Amazon.com,journal,624,1250181909,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),7.76%,5.38%,B01DN8TCEU,"Amazon Basics Classic Notebook, 240 Pages, Hardcover - 5 x 8.25-Inch, Line Ruled Pages",5.84%,9.15%,1441331743,Persian Grove Journal,5.64%,4.75%
Amazon.com,shoe storage,625,B097PVKRYM,"SEESPRING 12 Pack Shoe Storage Box, Clear Plastic Stackable Shoe Organizer for Closet, Space Saving Foldable Shoe Sneaker Containers Bins Holders",16.39%,17.56%,B08N4C97TS,"Shoe Rack, 6 Tier Shoe Storage Cabinet 24 Pair Plastic Shoe Shelves Organizer for Closet Hallway Bedroom Entryway",5.89%,3.84%,B09NS9QTH2,"Pinkpum 12 Pack Shoe Storage Boxes, Shoe Organizer for Closet Clear, Shoe Boxes Clear Plastic Stackable, Foldable Sneaker Storage Containers",5.24%,7.41%
Amazon.com,nike shoes,626,B07NMZ5Q5N,Nike Men's Court Vision Low Sneaker,10.74%,12.17%,B093G473QH,Nike Womens Dunk High WMNS DD1869 102 Football Grey - Size,5.73%,1.06%,B08R4RJTD9,Nike Men's Tennis Shoe,5.69%,3.17%
Amazon.com,room divider,627,B00A7YV51C,"Roundhill Furniture Black Japanese 4-Panel Screen Room Divider, Plum Blossom",8.50%,9.12%,B0135AV5XC,"Room Divider 6FT Wall Divider Wood Screen 4 Panels Wood Mesh Hand-Woven Design Room Screen Divider Indoor Folding Portable Partition Screen,Black",6.93%,6.17%,B093V34W7C,"JVVMNJLK Indoor Room Divider,Portable Office Divider,Convenient Movable(3-Panel),Folding Partition Privacy Screen for Bedroom,Dining Room,Living Room and Study,102 W x 19.7 D x 71.3 H,Dark Gray",6.63%,11.71%
Amazon.com,shapewear for women tummy control,628,B076FRVW4N,Hioffer 328 Women Waist Cincher Girdle Tummy Slimmer Sexy Thong Panty Shapewear,5.64%,5.91%,B09467RFYY,Shapermint High Waisted Body Shaper Shorts Shapewear for Women Tummy Control Thigh Slimming Technology,5.47%,5.73%,B08MDV3T74,BRABIC Bodysuit Shapewear for Women Tummy Control Panties Seamless Sleeveless Tops V-Neck Camisole Jumpsuit,3.92%,3.69%
Amazon.com,adidas shoes women,629,B082QKPV3L,adidas Women's Grand Court Sneaker,11.37%,11.54%,B07DBHRNXB,"adidas Women's Grand Court, White/Black/White, 7 M US",6.74%,8.99%,B091MVSXNC,"adidas Women's Cloudfoam Pure 2.0 Running Shoe, Off White/Orbit Green/Sandy Beige Metallic, 6.5",4.00%,5.11%
Amazon.com,vibrator_,630,B0921R9PD3,"Rechargeable Personal Massager - Quiet & Waterproof - 20 Patterns & 8 Speeds - Travel Bag Included - Men & Women - Perfect for Tension Relief, Muscle, Back, Soreness, Recovery - Mint Green",5.41%,6.28%,B08RR62526,"Rechargeable Personal Massager - Quiet & Waterproof - 20 Patterns & 8 Speeds - Travel Bag Included - Men & Women - Perfect for Tension Relief, Muscle, Back, Soreness, Recovery - Light Blue",5.03%,5.84%,B07WC2SQ6M,"SIKXTOA Powerful Wand Massager with 20 Vibration Modes 8 Speeds, Wireless Handheld Waterproof Quiet Rechargeable Portable Personal Full Body Massager Relieve Muscle Stress Relaxing Body (Rose)",3.42%,6.28%
Amazon.com,ironing board,631,B07LCSNBMZ,"Gorilla Grip Reflective Silicone Ironing Board Cover, Resist Scorching and Staining, 15x54 Inch, Hook and Loop Fastener Straps, Pads Fit Large and Standard Boards, Elastic Edge, Thick Padding, Silver",12.53%,12.16%,B08G1ZGF37,"Bartnelli Ironing Board Made in Europe | Iron Board with 4 Layered Cover & Pad, Height Adjustable up to 36 Features A Safety Iron Rest, 4 Steel Legs, for Home Laundry Room or Dorm Use (43x14)",10.26%,13.89%,B082B9FCY4,"Amazon Basics Full-Size Ironing Board - 4-Leg Fold-Up, Chevron Removable Cover",8.66%,7.54%
Amazon.com,yeezy slides,632,B0B5D3V75M,adidas Mens Yeezy Slide GW1931,15.03%,9.80%,B0B6V8C8CD,Cloud Slides for Women and Men House Slippers Extremely Comfy Platform Thick Sole Pillow Slides Bathroom ShowerSummer Slippers Beach Platform Slide Sandals Unisex Slippers Non Slip Quick Drying,10.18%,15.98%,B0B94D788M,Mens Women's Slides,4.60%,5.23%
